customer_id,cell_id,window_start,window_end,rsrp_avg,sinr_avg,handover_failures,congestion_pct,packet_loss_pct
2592-HODOV,CELL_245B,2024-12-01,2024-12-07,-92.3,15.3,0,39.8,0.18
2592-SEIFQ,CELL_134C,2024-12-01,2024-12-07,-106.5,0.7,13,93.3,4.89
2592-YKDIF,CELL_234A,2024-12-01,2024-12-07,-98.8,8.1,4,72.9,1.54
2595-KIWPV,CELL_301C,2024-12-01,2024-12-07,-90.7,15.5,0,54.9,0.32
2599-CIPQE,CELL_889D,2024-12-01,2024-12-07,-87.1,20.1,0,55.2,0.43
2599-CZABP,CELL_234A,2024-12-01,2024-12-07,-92.8,8.0,4,78.9,1.75
2603-HVKCG,CELL_411A,2024-12-01,2024-12-07,-94.1,13.9,1,33.2,0.2
2604-IJPDU,CELL_101A,2024-12-01,2024-12-07,-88.9,14.1,1,56.8,0.29
2604-XVDAM,CELL_245B,2024-12-01,2024-12-07,-101.6,4.1,6,71.7,1.97
2606-PKWJB,CELL_889D,2024-12-01,2024-12-07,-91.8,16.6,0,53.4,0.57
2606-RMDHZ,CELL_134C,2024-12-01,2024-12-07,-98.2,5.0,6,76.0,1.76
2607-DHDAK,CELL_301C,2024-12-01,2024-12-07,-87.7,16.5,0,39.7,0.42
2607-FBDFF,CELL_234A,2024-12-01,2024-12-07,-89.0,17.1,0,53.5,0.2
2608-BHKFN,CELL_234A,2024-12-01,2024-12-07,-85.8,17.5,0,46.7,0.43
2609-IAICY,CELL_301C,2024-12-01,2024-12-07,-85.4,16.2,1,42.8,0.37
2612-PHGOX,CELL_112B,2024-12-01,2024-12-07,-87.1,18.2,1,32.4,0.31
2612-RANWT,CELL_889D,2024-12-01,2024-12-07,-107.7,9.2,4,80.3,2.06
2612-RRIDN,CELL_301C,2024-12-01,2024-12-07,-105.4,2.8,9,92.2,3.03
2615-YVMYX,CELL_778C,2024-12-01,2024-12-07,-110.8,6.2,11,93.9,4.54
2616-FLVQC,CELL_101A,2024-12-01,2024-12-07,-101.6,3.1,12,92.3,4.87
2616-UUTFK,CELL_134C,2024-12-01,2024-12-07,-102.1,10.5,6,84.0,2.87
2619-WFQWU,CELL_502B,2024-12-01,2024-12-07,-84.7,15.4,0,55.6,0.38
2621-UDNLU,CELL_101A,2024-12-01,2024-12-07,-97.2,16.6,0,44.9,0.39
2623-DRYAM,CELL_889D,2024-12-01,2024-12-07,-92.6,12.2,0,49.8,0.56
2625-TRCZQ,CELL_778C,2024-12-01,2024-12-07,-107.6,3.7,13,95.6,3.12
2626-URJFX,CELL_134C,2024-12-01,2024-12-07,-93.8,16.8,0,33.4,0.37
2626-VEEWG,CELL_889D,2024-12-01,2024-12-07,-94.4,8.1,4,85.0,2.14
2632-IVXVF,CELL_411A,2024-12-01,2024-12-07,-86.1,13.1,1,46.8,0.11
2632-TACXW,CELL_502B,2024-12-01,2024-12-07,-115.2,4.7,13,96.0,5.21
2632-UCGVD,CELL_234A,2024-12-01,2024-12-07,-109.4,3.4,12,97.7,3.77
2634-HCZGT,CELL_502B,2024-12-01,2024-12-07,-101.9,7.9,4,77.8,2.15
2636-ALXXZ,CELL_112B,2024-12-01,2024-12-07,-110.0,3.5,13,89.1,4.73
2636-OHFMN,CELL_101A,2024-12-01,2024-12-07,-102.9,6.6,5,78.7,2.92
2636-SJDOU,CELL_889D,2024-12-01,2024-12-07,-97.6,9.5,6,77.6,2.2
2637-FKFSY,CELL_778C,2024-12-01,2024-12-07,-107.9,1.5,14,89.7,5.57
2639-UGMAZ,CELL_411A,2024-12-01,2024-12-07,-89.7,11.5,0,45.5,0.28
2640-LYMOV,CELL_778C,2024-12-01,2024-12-07,-87.5,16.4,0,31.4,0.57
2640-PMGFL,CELL_301C,2024-12-01,2024-12-07,-95.9,9.7,3,75.0,2.63
2642-DTVCO,CELL_301C,2024-12-01,2024-12-07,-103.4,7.2,3,82.8,2.7
2642-MAWLJ,CELL_502B,2024-12-01,2024-12-07,-90.4,14.1,1,32.1,0.34
2645-QTLMB,CELL_889D,2024-12-01,2024-12-07,-89.6,18.8,0,43.5,0.56
2649-HWLYB,CELL_134C,2024-12-01,2024-12-07,-107.7,6.0,9,92.5,5.38
2650-GYRYL,CELL_411A,2024-12-01,2024-12-07,-86.4,13.1,1,40.5,0.57
2651-ZCBXV,CELL_411A,2024-12-01,2024-12-07,-90.9,17.7,0,51.5,0.57
2654-VBVPB,CELL_134C,2024-12-01,2024-12-07,-90.0,11.5,5,70.6,2.44
2656-FMOKZ,CELL_112B,2024-12-01,2024-12-07,-114.1,6.0,10,97.2,5.59
2656-TABEH,CELL_502B,2024-12-01,2024-12-07,-90.2,17.0,0,56.4,0.58
2657-ALMWY,CELL_502B,2024-12-01,2024-12-07,-89.1,16.1,1,48.0,0.45
2657-VPXTA,CELL_112B,2024-12-01,2024-12-07,-89.6,18.3,1,37.6,0.39
2659-VXMWZ,CELL_502B,2024-12-01,2024-12-07,-90.4,17.9,1,44.4,0.41
2660-EMUBI,CELL_889D,2024-12-01,2024-12-07,-93.9,14.2,0,30.9,0.19
2661-GKBTK,CELL_411A,2024-12-01,2024-12-07,-93.4,18.7,1,42.2,0.3
2662-NNTDK,CELL_411A,2024-12-01,2024-12-07,-83.9,19.1,1,49.0,0.51
2664-XJZNO,CELL_134C,2024-12-01,2024-12-07,-105.6,10.1,3,84.0,2.41
2665-NPTGL,CELL_245B,2024-12-01,2024-12-07,-93.1,18.4,0,33.2,0.57
2667-WYLWJ,CELL_134C,2024-12-01,2024-12-07,-93.4,13.7,0,54.6,0.53
2668-TZSPS,CELL_411A,2024-12-01,2024-12-07,-91.6,13.5,0,38.0,0.32
2669-OIDSD,CELL_301C,2024-12-01,2024-12-07,-94.5,11.3,3,73.5,2.7
2669-QVCRG,CELL_411A,2024-12-01,2024-12-07,-108.4,4.0,8,87.5,3.5
2672-DZUOY,CELL_234A,2024-12-01,2024-12-07,-88.4,13.0,0,51.6,0.46
2672-HUYVI,CELL_134C,2024-12-01,2024-12-07,-98.3,8.8,5,82.4,2.31
2672-OJQZP,CELL_134C,2024-12-01,2024-12-07,-107.9,2.2,9,97.3,4.33
2672-TGEFF,CELL_134C,2024-12-01,2024-12-07,-102.3,12.9,5,76.1,1.74
2673-CXQEU,CELL_112B,2024-12-01,2024-12-07,-88.7,15.4,0,47.5,0.55
2673-ZALNP,CELL_112B,2024-12-01,2024-12-07,-101.3,7.9,6,74.8,2.18
2674-MIAHT,CELL_134C,2024-12-01,2024-12-07,-96.9,6.7,6,71.4,2.38
2674-MLXMN,CELL_301C,2024-12-01,2024-12-07,-95.2,15.5,1,43.5,0.35
2675-DHUTR,CELL_112B,2024-12-01,2024-12-07,-98.2,17.2,0,52.1,0.34
2675-IJRGJ,CELL_245B,2024-12-01,2024-12-07,-84.9,14.3,0,34.6,0.41
2675-OTVVJ,CELL_112B,2024-12-01,2024-12-07,-92.5,14.3,1,40.0,0.45
2676-ISHSF,CELL_411A,2024-12-01,2024-12-07,-104.8,5.6,12,88.1,4.34
2676-OXPPQ,CELL_411A,2024-12-01,2024-12-07,-109.8,2.8,13,89.0,3.13
2676-SSLTO,CELL_889D,2024-12-01,2024-12-07,-112.0,5.1,11,87.8,5.42
2680-XKKNJ,CELL_889D,2024-12-01,2024-12-07,-92.1,17.5,0,53.2,0.16
2682-KEVRP,CELL_245B,2024-12-01,2024-12-07,-88.6,8.9,0,39.9,0.19
2683-BPJSO,CELL_101A,2024-12-01,2024-12-07,-97.1,9.4,6,74.2,1.72
2683-JXWQQ,CELL_502B,2024-12-01,2024-12-07,-104.0,5.8,3,81.4,1.84
2684-EIWEO,CELL_134C,2024-12-01,2024-12-07,-107.9,4.2,8,85.3,3.24
2685-SREOM,CELL_134C,2024-12-01,2024-12-07,-88.1,14.8,1,54.5,0.57
2688-BHGOG,CELL_411A,2024-12-01,2024-12-07,-88.7,17.0,1,54.6,0.3
2690-DVRVK,CELL_234A,2024-12-01,2024-12-07,-89.8,11.9,1,44.0,0.39
2691-NZETQ,CELL_101A,2024-12-01,2024-12-07,-102.2,3.0,12,96.4,5.4
2692-AQCPF,CELL_889D,2024-12-01,2024-12-07,-90.1,11.5,0,40.2,0.13
2692-BUCFV,CELL_411A,2024-12-01,2024-12-07,-88.4,13.7,1,52.0,0.18
2692-PFYTJ,CELL_234A,2024-12-01,2024-12-07,-111.9,2.8,13,94.3,4.67
2694-CIUMO,CELL_112B,2024-12-01,2024-12-07,-89.4,16.7,0,54.2,0.28
2696-ECXKC,CELL_889D,2024-12-01,2024-12-07,-94.8,9.7,4,79.2,2.25
2696-NARTR,CELL_411A,2024-12-01,2024-12-07,-90.1,15.5,1,58.3,0.48
2696-RZVZW,CELL_889D,2024-12-01,2024-12-07,-102.5,5.8,6,75.1,2.07
2697-NQBPF,CELL_502B,2024-12-01,2024-12-07,-107.8,5.4,8,89.8,5.17
2700-LUEVA,CELL_301C,2024-12-01,2024-12-07,-89.0,12.6,1,43.8,0.44
2703-AMTUL,CELL_245B,2024-12-01,2024-12-07,-86.4,15.3,1,41.5,0.23
2706-QZIHY,CELL_234A,2024-12-01,2024-12-07,-87.2,15.5,0,49.5,0.53
2709-UQGNP,CELL_112B,2024-12-01,2024-12-07,-90.9,13.4,0,54.7,0.25
2710-WYVXG,CELL_101A,2024-12-01,2024-12-07,-99.5,11.8,5,72.4,2.78
2712-SYWAY,CELL_502B,2024-12-01,2024-12-07,-107.4,7.0,10,92.1,5.13
2716-GFZOR,CELL_134C,2024-12-01,2024-12-07,-88.4,16.1,0,53.7,0.39
2717-HVIZY,CELL_411A,2024-12-01,2024-12-07,-102.5,9.1,5,71.2,2.67
2718-GAXQD,CELL_502B,2024-12-01,2024-12-07,-81.5,14.4,0,42.3,0.54
2718-YSKCS,CELL_502B,2024-12-01,2024-12-07,-97.3,4.6,3,79.2,1.57
2719-BDAQO,CELL_245B,2024-12-01,2024-12-07,-107.5,4.3,12,91.0,4.65
2720-FVBQP,CELL_778C,2024-12-01,2024-12-07,-105.7,2.6,13,88.7,5.29
2720-WGKHP,CELL_112B,2024-12-01,2024-12-07,-104.3,8.2,5,70.3,2.53
2722-JMONI,CELL_134C,2024-12-01,2024-12-07,-88.5,11.5,0,39.4,0.11
2722-VOJQL,CELL_778C,2024-12-01,2024-12-07,-90.9,13.9,1,36.0,0.35
2724-FJDYW,CELL_889D,2024-12-01,2024-12-07,-98.2,6.2,3,70.9,1.96
2725-IWWBA,CELL_112B,2024-12-01,2024-12-07,-89.2,16.6,1,37.9,0.36
2725-KXXWT,CELL_134C,2024-12-01,2024-12-07,-87.6,15.1,0,48.5,0.29
2725-TTRIQ,CELL_502B,2024-12-01,2024-12-07,-110.0,4.1,12,95.7,3.57
2729-VNVAP,CELL_411A,2024-12-01,2024-12-07,-93.2,17.0,0,37.9,0.39
2731-GJRDG,CELL_889D,2024-12-01,2024-12-07,-103.5,9.0,4,80.7,1.76
2732-ISEZX,CELL_889D,2024-12-01,2024-12-07,-90.8,14.2,0,59.2,0.11
2737-WFVYW,CELL_245B,2024-12-01,2024-12-07,-86.2,19.1,1,39.7,0.26
2737-YNGYW,CELL_134C,2024-12-01,2024-12-07,-83.7,13.3,1,43.1,0.28
2739-CACDQ,CELL_411A,2024-12-01,2024-12-07,-89.4,13.9,0,56.1,0.43
2739-CCZMB,CELL_778C,2024-12-01,2024-12-07,-104.1,2.3,12,90.8,4.34
2740-JFBOK,CELL_234A,2024-12-01,2024-12-07,-106.7,7.4,4,83.9,2.86
2740-TVLFN,CELL_889D,2024-12-01,2024-12-07,-96.7,15.4,1,51.8,0.16
2746-DIJLO,CELL_234A,2024-12-01,2024-12-07,-102.0,6.2,5,82.2,2.97
2748-MYRVK,CELL_245B,2024-12-01,2024-12-07,-101.4,9.2,3,80.3,2.51
2749-CTKAJ,CELL_411A,2024-12-01,2024-12-07,-101.7,8.6,5,70.1,1.78
2750-BJLSB,CELL_245B,2024-12-01,2024-12-07,-90.8,13.5,0,38.9,0.46
2753-JMMCV,CELL_889D,2024-12-01,2024-12-07,-88.9,14.3,1,43.9,0.35
2754-SDJRD,CELL_502B,2024-12-01,2024-12-07,-88.3,14.8,0,48.5,0.15
2754-VDLTR,CELL_778C,2024-12-01,2024-12-07,-88.1,15.1,0,32.7,0.4
2754-XBHTB,CELL_101A,2024-12-01,2024-12-07,-110.4,3.3,14,97.5,3.43
2758-RNWXS,CELL_134C,2024-12-01,2024-12-07,-96.4,6.9,3,72.8,2.2
2761-OCIAX,CELL_101A,2024-12-01,2024-12-07,-99.0,11.6,4,73.8,2.24
2761-XECQW,CELL_134C,2024-12-01,2024-12-07,-103.5,5.2,3,83.4,1.64
2770-NSVDG,CELL_301C,2024-12-01,2024-12-07,-87.0,14.2,1,30.6,0.4
2773-MADBQ,CELL_411A,2024-12-01,2024-12-07,-87.0,18.3,1,47.8,0.19
2773-OVBPK,CELL_502B,2024-12-01,2024-12-07,-105.1,5.4,6,72.4,1.57
2774-LVQUS,CELL_101A,2024-12-01,2024-12-07,-94.3,11.4,1,44.1,0.58
2775-SEFEE,CELL_301C,2024-12-01,2024-12-07,-96.8,10.7,4,73.7,2.46
2777-PHDEI,CELL_101A,2024-12-01,2024-12-07,-89.8,11.4,1,47.6,0.52
2778-OCLGR,CELL_134C,2024-12-01,2024-12-07,-99.2,7.1,3,79.9,2.56
2782-JEEBU,CELL_101A,2024-12-01,2024-12-07,-100.1,7.5,6,77.4,2.74
2782-LFZVW,CELL_889D,2024-12-01,2024-12-07,-103.5,7.6,4,73.1,2.53
2786-GCDPI,CELL_112B,2024-12-01,2024-12-07,-94.7,6.2,5,81.1,1.58
2788-CJQAQ,CELL_411A,2024-12-01,2024-12-07,-92.2,13.2,1,40.1,0.11
2789-CZANW,CELL_112B,2024-12-01,2024-12-07,-108.8,2.3,11,87.3,4.22
2789-HQBOU,CELL_889D,2024-12-01,2024-12-07,-86.5,13.8,1,43.4,0.21
2790-XUYMV,CELL_778C,2024-12-01,2024-12-07,-105.2,5.5,14,89.9,4.49
2791-SFVEW,CELL_112B,2024-12-01,2024-12-07,-93.6,13.5,0,57.3,0.36
2792-LSHWX,CELL_502B,2024-12-01,2024-12-07,-92.0,16.4,0,49.6,0.49
2792-VPPET,CELL_411A,2024-12-01,2024-12-07,-108.1,6.0,9,87.0,5.58
2794-XIMMO,CELL_245B,2024-12-01,2024-12-07,-115.2,2.8,14,86.4,5.95
2796-NNUFI,CELL_889D,2024-12-01,2024-12-07,-106.7,5.2,13,87.1,5.76
2796-UUZZO,CELL_134C,2024-12-01,2024-12-07,-106.6,6.9,5,75.8,2.61
2798-NYLMZ,CELL_245B,2024-12-01,2024-12-07,-94.7,12.9,1,42.8,0.22
2799-ARNLO,CELL_112B,2024-12-01,2024-12-07,-106.6,5.3,9,93.6,3.86
2799-TSLAG,CELL_411A,2024-12-01,2024-12-07,-100.2,7.3,4,81.9,1.79
2800-QQUSO,CELL_502B,2024-12-01,2024-12-07,-92.0,15.5,0,41.3,0.44
2800-VEQXM,CELL_134C,2024-12-01,2024-12-07,-89.5,18.0,0,39.5,0.37
2801-NISEI,CELL_502B,2024-12-01,2024-12-07,-97.5,8.0,6,73.4,2.28
2804-ETQDK,CELL_889D,2024-12-01,2024-12-07,-88.1,15.2,1,57.5,0.57
2805-AUFQN,CELL_778C,2024-12-01,2024-12-07,-102.7,4.9,6,73.9,1.56
2805-EDJPQ,CELL_112B,2024-12-01,2024-12-07,-95.7,6.3,3,76.2,2.37
2806-MLNTI,CELL_112B,2024-12-01,2024-12-07,-85.9,11.3,1,50.9,0.29
2808-CHTDM,CELL_411A,2024-12-01,2024-12-07,-101.3,5.8,6,72.1,2.27
2809-ILCYT,CELL_301C,2024-12-01,2024-12-07,-102.7,13.1,5,77.6,1.54
2809-ZMYOQ,CELL_301C,2024-12-01,2024-12-07,-96.2,6.9,3,84.4,2.19
2810-FTLEM,CELL_101A,2024-12-01,2024-12-07,-94.6,13.9,0,55.1,0.58
2811-POVEX,CELL_778C,2024-12-01,2024-12-07,-96.2,12.6,1,53.0,0.2
2812-ENYMO,CELL_502B,2024-12-01,2024-12-07,-89.8,16.9,0,46.0,0.5
2812-REYAT,CELL_889D,2024-12-01,2024-12-07,-110.0,5.0,11,93.7,5.73
2812-SFXMJ,CELL_411A,2024-12-01,2024-12-07,-88.4,15.0,1,43.5,0.28
2815-CPTUL,CELL_234A,2024-12-01,2024-12-07,-94.0,15.5,0,49.4,0.31
2817-LVCPP,CELL_101A,2024-12-01,2024-12-07,-100.3,5.7,4,73.2,1.91
2817-NTQDO,CELL_502B,2024-12-01,2024-12-07,-88.4,13.4,1,34.0,0.36
2819-GWENI,CELL_245B,2024-12-01,2024-12-07,-92.2,16.7,0,59.0,0.51
2821-WARNZ,CELL_112B,2024-12-01,2024-12-07,-91.7,13.9,1,43.7,0.23
2823-LKABH,CELL_234A,2024-12-01,2024-12-07,-91.4,16.8,0,52.4,0.4
2824-DXNKN,CELL_411A,2024-12-01,2024-12-07,-95.9,5.2,6,76.4,2.19
2824-MYYBN,CELL_301C,2024-12-01,2024-12-07,-86.2,15.1,0,50.6,0.5
2826-DXLQO,CELL_112B,2024-12-01,2024-12-07,-90.6,16.1,1,40.2,0.49
2826-UWHIS,CELL_234A,2024-12-01,2024-12-07,-98.9,8.1,5,73.6,2.99
2828-SLQPF,CELL_101A,2024-12-01,2024-12-07,-107.0,2.0,8,85.0,5.18
2829-HYVZP,CELL_112B,2024-12-01,2024-12-07,-86.2,16.7,0,36.4,0.42
2830-LEWOA,CELL_134C,2024-12-01,2024-12-07,-97.8,6.7,5,74.1,1.78
2831-EBWRN,CELL_889D,2024-12-01,2024-12-07,-106.9,6.9,9,92.0,5.99
2832-KJCRD,CELL_245B,2024-12-01,2024-12-07,-85.1,12.1,0,57.2,0.12
2832-SCUCO,CELL_245B,2024-12-01,2024-12-07,-91.9,14.8,1,53.1,0.14
2833-SLKDQ,CELL_502B,2024-12-01,2024-12-07,-100.0,5.0,3,71.2,2.64
2834-JKOOW,CELL_889D,2024-12-01,2024-12-07,-102.0,8.2,3,77.7,2.36
2834-JRTUA,CELL_245B,2024-12-01,2024-12-07,-99.2,9.2,5,72.0,1.86
2834-SPCJV,CELL_889D,2024-12-01,2024-12-07,-113.7,3.5,8,95.3,5.22
2839-RFSQE,CELL_234A,2024-12-01,2024-12-07,-104.0,8.2,4,70.5,1.62
2840-XANRC,CELL_502B,2024-12-01,2024-12-07,-88.0,14.3,0,47.9,0.33
2842-BCQGE,CELL_301C,2024-12-01,2024-12-07,-105.6,5.4,6,80.8,2.79
2842-JTCCU,CELL_301C,2024-12-01,2024-12-07,-89.4,15.0,0,53.7,0.34
2843-CQMEG,CELL_502B,2024-12-01,2024-12-07,-85.4,15.4,1,30.4,0.22
2845-AFFTX,CELL_101A,2024-12-01,2024-12-07,-87.8,18.1,1,33.6,0.11
2845-HSJCY,CELL_411A,2024-12-01,2024-12-07,-108.9,4.7,13,86.5,5.99
2845-KDHVX,CELL_889D,2024-12-01,2024-12-07,-101.7,10.7,4,80.7,1.67
2848-YXSMW,CELL_234A,2024-12-01,2024-12-07,-86.7,14.4,1,48.7,0.1
2851-MMUTZ,CELL_889D,2024-12-01,2024-12-07,-93.1,8.4,4,82.9,2.22
2851-STERV,CELL_112B,2024-12-01,2024-12-07,-107.7,2.8,12,87.0,4.2
2853-CWQFQ,CELL_502B,2024-12-01,2024-12-07,-87.3,10.9,1,54.2,0.45
2856-HYAPG,CELL_134C,2024-12-01,2024-12-07,-102.2,6.3,4,80.7,2.37
2856-NNASM,CELL_778C,2024-12-01,2024-12-07,-102.2,6.5,5,70.9,2.06
2858-EIMXH,CELL_411A,2024-12-01,2024-12-07,-98.3,11.4,3,82.3,2.34
2858-MOFSQ,CELL_101A,2024-12-01,2024-12-07,-92.6,17.8,0,54.1,0.19
2860-RANUS,CELL_411A,2024-12-01,2024-12-07,-86.9,13.0,1,59.7,0.5
2862-JVEOY,CELL_502B,2024-12-01,2024-12-07,-87.7,16.3,0,51.5,0.44
2862-PFNIK,CELL_234A,2024-12-01,2024-12-07,-90.2,14.6,0,42.3,0.56
2863-IMQDR,CELL_301C,2024-12-01,2024-12-07,-89.2,14.8,0,30.0,0.18
2865-TCHJW,CELL_101A,2024-12-01,2024-12-07,-93.0,19.4,1,37.9,0.57
2866-IKBTM,CELL_889D,2024-12-01,2024-12-07,-87.8,14.5,1,38.3,0.53
2867-UIMSS,CELL_234A,2024-12-01,2024-12-07,-93.6,10.9,4,73.5,2.37
2868-LLSKM,CELL_889D,2024-12-01,2024-12-07,-85.9,17.1,1,56.8,0.51
2868-MZAGQ,CELL_245B,2024-12-01,2024-12-07,-100.9,7.4,5,84.3,2.08
2868-SNELZ,CELL_502B,2024-12-01,2024-12-07,-97.9,10.5,6,83.1,2.62
2869-ADAWR,CELL_301C,2024-12-01,2024-12-07,-111.0,2.7,12,86.8,5.74
2873-ZLIWT,CELL_245B,2024-12-01,2024-12-07,-82.4,12.8,1,50.2,0.29
2874-YXVVA,CELL_301C,2024-12-01,2024-12-07,-110.1,3.2,11,89.1,5.17
2876-GZYZC,CELL_234A,2024-12-01,2024-12-07,-88.3,16.2,0,47.6,0.39
2876-VBBBL,CELL_502B,2024-12-01,2024-12-07,-81.4,13.2,1,40.9,0.47
2877-VDUER,CELL_411A,2024-12-01,2024-12-07,-93.6,15.7,1,34.1,0.13
2878-DHMIN,CELL_234A,2024-12-01,2024-12-07,-108.3,3.0,11,91.1,4.17
2878-RMWXY,CELL_889D,2024-12-01,2024-12-07,-93.7,5.1,5,75.3,2.4
2880-FPNAE,CELL_112B,2024-12-01,2024-12-07,-88.2,14.5,0,48.2,0.21
2882-DDZPG,CELL_112B,2024-12-01,2024-12-07,-83.9,14.5,1,54.5,0.33
2882-WDTBA,CELL_889D,2024-12-01,2024-12-07,-91.0,11.0,0,57.2,0.52
2883-ILGWO,CELL_134C,2024-12-01,2024-12-07,-98.2,6.5,3,76.0,1.83
2884-GBPFB,CELL_889D,2024-12-01,2024-12-07,-94.5,12.7,0,57.4,0.48
2885-HIJDH,CELL_889D,2024-12-01,2024-12-07,-100.8,8.9,4,79.7,2.64
2886-KEFUM,CELL_234A,2024-12-01,2024-12-07,-88.7,15.6,1,47.9,0.34
2887-JPYLU,CELL_112B,2024-12-01,2024-12-07,-89.7,14.3,1,30.2,0.22
2888-ADFAO,CELL_301C,2024-12-01,2024-12-07,-90.8,14.1,1,52.5,0.57
2889-FPWRM,CELL_502B,2024-12-01,2024-12-07,-90.5,15.1,0,34.6,0.56
2890-WFBHU,CELL_889D,2024-12-01,2024-12-07,-89.1,16.5,1,38.1,0.35
2892-GESUL,CELL_245B,2024-12-01,2024-12-07,-89.8,15.6,1,49.8,0.27
2894-QOJRX,CELL_301C,2024-12-01,2024-12-07,-91.0,16.2,1,56.0,0.36
2896-TBNBE,CELL_134C,2024-12-01,2024-12-07,-96.4,5.0,5,79.3,1.85
2897-DOVND,CELL_411A,2024-12-01,2024-12-07,-105.3,3.9,12,91.7,3.41
2898-LSJGD,CELL_112B,2024-12-01,2024-12-07,-104.3,6.9,4,77.9,1.98
2898-MRKPI,CELL_245B,2024-12-01,2024-12-07,-94.3,15.9,0,43.6,0.22
2900-PHPLN,CELL_101A,2024-12-01,2024-12-07,-98.6,9.1,5,83.4,2.9
2903-YYTBW,CELL_234A,2024-12-01,2024-12-07,-98.0,10.3,4,75.1,1.69
2904-GGUAZ,CELL_502B,2024-12-01,2024-12-07,-83.2,15.8,0,31.7,0.59
2905-KFQUV,CELL_301C,2024-12-01,2024-12-07,-85.9,19.2,0,51.6,0.48
2907-ILJBN,CELL_889D,2024-12-01,2024-12-07,-90.8,14.9,0,42.5,0.48
2908-WGAXL,CELL_502B,2024-12-01,2024-12-07,-92.1,13.6,1,40.4,0.34
2908-ZTPNF,CELL_112B,2024-12-01,2024-12-07,-94.7,13.9,0,37.2,0.18
2911-IJORQ,CELL_502B,2024-12-01,2024-12-07,-99.7,8.6,3,76.1,1.82
2911-UREFD,CELL_778C,2024-12-01,2024-12-07,-108.5,7.5,5,77.7,1.98
2911-WDXMV,CELL_301C,2024-12-01,2024-12-07,-91.6,13.5,0,38.5,0.11
2916-BQZLN,CELL_301C,2024-12-01,2024-12-07,-105.5,9.4,3,71.5,2.42
2919-HBCJO,CELL_101A,2024-12-01,2024-12-07,-107.3,3.5,10,97.9,5.05
2920-RNCEZ,CELL_889D,2024-12-01,2024-12-07,-103.5,11.9,4,73.5,2.44
2921-XWDJH,CELL_245B,2024-12-01,2024-12-07,-91.7,14.9,1,48.8,0.51
2923-ARZLG,CELL_301C,2024-12-01,2024-12-07,-91.4,15.4,0,31.0,0.33
2924-KHUVI,CELL_101A,2024-12-01,2024-12-07,-90.5,16.4,0,32.1,0.55
2925-MXLSX,CELL_778C,2024-12-01,2024-12-07,-100.3,10.4,5,73.6,1.92
2925-VDZHY,CELL_234A,2024-12-01,2024-12-07,-94.3,14.1,1,43.0,0.17
2926-JEJJC,CELL_234A,2024-12-01,2024-12-07,-85.9,14.6,1,44.2,0.3
2927-CVULT,CELL_101A,2024-12-01,2024-12-07,-95.4,13.1,1,56.2,0.33
2927-QRRQV,CELL_101A,2024-12-01,2024-12-07,-97.7,13.3,0,31.9,0.48
2928-HLDBA,CELL_411A,2024-12-01,2024-12-07,-92.3,5.8,6,76.7,2.12
2929-ERCFZ,CELL_889D,2024-12-01,2024-12-07,-106.5,8.5,4,79.6,2.24
2929-QNSRW,CELL_234A,2024-12-01,2024-12-07,-100.8,7.6,4,70.3,2.28
2930-UOTMB,CELL_245B,2024-12-01,2024-12-07,-109.8,4.4,12,97.1,5.15
2931-FSOHN,CELL_502B,2024-12-01,2024-12-07,-92.2,16.3,0,51.5,0.4
2931-SVLTV,CELL_112B,2024-12-01,2024-12-07,-88.6,14.2,1,34.8,0.2
2931-VUVJN,CELL_134C,2024-12-01,2024-12-07,-102.2,8.9,6,77.2,2.26
2931-XIQBR,CELL_101A,2024-12-01,2024-12-07,-98.2,9.7,5,78.6,2.86
2933-FILNV,CELL_411A,2024-12-01,2024-12-07,-88.4,17.5,0,35.0,0.45
2933-XEUJM,CELL_245B,2024-12-01,2024-12-07,-111.1,2.5,12,97.5,3.78
2937-FTHUR,CELL_889D,2024-12-01,2024-12-07,-89.9,14.3,0,50.2,0.4
2946-KIQSP,CELL_502B,2024-12-01,2024-12-07,-95.4,12.5,0,39.9,0.53
2947-DOMLJ,CELL_301C,2024-12-01,2024-12-07,-85.7,14.8,0,32.5,0.27
2951-QOQTK,CELL_411A,2024-12-01,2024-12-07,-101.1,7.9,5,78.2,1.82
2952-QAYZF,CELL_301C,2024-12-01,2024-12-07,-114.0,3.6,13,91.6,3.39
2954-PIBKO,CELL_112B,2024-12-01,2024-12-07,-91.2,15.5,0,30.6,0.45
2955-BJZHG,CELL_112B,2024-12-01,2024-12-07,-97.4,7.7,4,73.5,2.84
2955-PSXOE,CELL_411A,2024-12-01,2024-12-07,-91.6,13.8,0,50.4,0.44
2956-GGUCQ,CELL_245B,2024-12-01,2024-12-07,-88.7,15.3,1,32.7,0.58
2957-JIRMN,CELL_101A,2024-12-01,2024-12-07,-86.6,14.0,0,43.0,0.59
2957-LOLHO,CELL_112B,2024-12-01,2024-12-07,-101.0,3.4,9,92.8,5.4
2958-NHPPS,CELL_101A,2024-12-01,2024-12-07,-103.1,3.6,8,86.4,3.32
2959-EEXWB,CELL_134C,2024-12-01,2024-12-07,-110.7,3.8,13,93.7,3.18
2959-FENLU,CELL_889D,2024-12-01,2024-12-07,-105.6,4.5,14,93.8,4.45
2959-MJHIC,CELL_234A,2024-12-01,2024-12-07,-91.3,14.7,0,52.2,0.5
